icd10,icd10_label,valid_fy2025,valid_fy2026,cc_age_split,cc_sex_split,cc,second_cc,third_cc
C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,Y,Y,,,10,,
C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,Y,Y,,,10,,
C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,Y,Y,,,10,,
C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,Y,Y,,,10,,
C410,Malignant neoplasm of bones of skull and face,Y,Y,,,10,,
C411,Malignant neoplasm of mandible,Y,Y,,,10,,
C412,Malignant neoplasm of vertebral column,Y,Y,,,10,,
C413,"Malignant neoplasm of ribs, sternum and clavicle",Y,Y,,,10,,
C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",Y,Y,,,10,,
C419,"Malignant neoplasm of bone and articular cartilage, unspecified",Y,Y,,,10,,
C430,Malignant melanoma of lip,Y,Y,,,13,,
C4310,"Malignant melanoma of unspecified eyelid, including canthus",Y,Y,,,13,,
C43111,"Malignant melanoma of right upper eyelid, including canthus",Y,Y,,,13,,
C43112,"Malignant melanoma of right lower eyelid, including canthus",Y,Y,,,13,,
C43121,"Malignant melanoma of left upper eyelid, including canthus",Y,Y,,,13,,
C43122,"Malignant melanoma of left lower eyelid, including canthus",Y,Y,,,13,,
C4320,Malignant melanoma of unspecified ear and external auricular canal,Y,Y,,,13,,
C4321,Malignant melanoma of right ear and external auricular canal,Y,Y,,,13,,
C4322,Malignant melanoma of left ear and external auricular canal,Y,Y,,,13,,
C4330,Malignant melanoma of unspecified part of face,Y,Y,,,13,,
C4331,Malignant melanoma of nose,Y,Y,,,13,,
C4339,Malignant melanoma of other parts of face,Y,Y,,,13,,
C434,Malignant melanoma of scalp and neck,Y,Y,,,13,,
C4351,Malignant melanoma of anal skin,Y,Y,,,13,,
C4352,Malignant melanoma of skin of breast,Y,Y,,,13,,
C4359,Malignant melanoma of other part of trunk,Y,Y,,,13,,
C4360,"Malignant melanoma of unspecified upper limb, including shoulder",Y,Y,,,13,,
C4361,"Malignant melanoma of right upper limb, including shoulder",Y,Y,,,13,,
C4362,"Malignant melanoma of left upper limb, including shoulder",Y,Y,,,13,,
C4370,"Malignant melanoma of unspecified lower limb, including hip",Y,Y,,,13,,
C4371,"Malignant melanoma of right lower limb, including hip",Y,Y,,,13,,
C4372,"Malignant melanoma of left lower limb, including hip",Y,Y,,,13,,
C438,Malignant melanoma of overlapping sites of skin,Y,Y,,,13,,
C439,"Malignant melanoma of skin, unspecified",Y,Y,,,13,,
C450,Mesothelioma of pleura,Y,Y,,,9,,
C451,Mesothelioma of peritoneum,Y,Y,,,9,,
C452,Mesothelioma of pericardium,Y,Y,,,9,,
C457,Mesothelioma of other sites,Y,Y,,,9,,
C459,"Mesothelioma, unspecified",Y,Y,,,9,,
C460,Kaposi's sarcoma of skin,Y,Y,,,10,,
C461,Kaposi's sarcoma of soft tissue,Y,Y,,,10,,
C462,Kaposi's sarcoma of palate,Y,Y,,,10,,
C463,Kaposi's sarcoma of lymph nodes,Y,Y,,,10,,
C464,Kaposi's sarcoma of gastrointestinal sites,Y,Y,,,10,,
C4650,Kaposi's sarcoma of unspecified lung,Y,Y,,,10,,
C4651,Kaposi's sarcoma of right lung,Y,Y,,,10,,
C4652,Kaposi's sarcoma of left lung,Y,Y,,,10,,
C467,Kaposi's sarcoma of other sites,Y,Y,,,10,,
C469,"Kaposi's sarcoma, unspecified",Y,Y,,,10,,
C470,"Malignant neoplasm of peripheral nerves of head, face and neck",Y,Y,,,10,,
C4710,"Malignant neoplasm of peripheral nerves of unspecified upper limb, including shoulder",Y,Y,,,10,,
C4711,"Malignant neoplasm of peripheral nerves of right upper limb, including shoulder",Y,Y,,,10,,
C4712,"Malignant neoplasm of peripheral nerves of left upper limb, including shoulder",Y,Y,,,10,,
C4720,"Malignant neoplasm of peripheral nerves of unspecified lower limb, including hip",Y,Y,,,10,,
C4721,"Malignant neoplasm of peripheral nerves of right lower limb, including hip",Y,Y,,,10,,
C4722,"Malignant neoplasm of peripheral nerves of left lower limb, including hip",Y,Y,,,10,,
C473,Malignant neoplasm of peripheral nerves of thorax,Y,Y,,,10,,
C474,Malignant neoplasm of peripheral nerves of abdomen,Y,Y,,,10,,
C475,Malignant neoplasm of peripheral nerves of pelvis,Y,Y,,,10,,
C476,"Malignant neoplasm of peripheral nerves of trunk, unspecified",Y,Y,,,10,,
C478,Malignant neoplasm of overlapping sites of peripheral nerves and autonomic nervous system,Y,Y,,,10,,
C479,"Malignant neoplasm of peripheral nerves and autonomic nervous system, unspecified",Y,Y,,,10,,
C480,Malignant neoplasm of retroperitoneum,Y,Y,,,9,,
C481,Malignant neoplasm of specified parts of peritoneum,Y,Y,,,9,,
C482,"Malignant neoplasm of peritoneum, unspecified",Y,Y,,,9,,
C488,Malignant neoplasm of overlapping sites of retroperitoneum and peritoneum,Y,Y,,,9,,
C490,"Malignant neoplasm of connective and soft tissue of head, face and neck",Y,Y,,,10,,
C4910,"Malignant neoplasm of connective and soft tissue of unspecified upper limb, including shoulder",Y,Y,,,10,,
C4911,"Malignant neoplasm of connective and soft tissue of right upper limb, including shoulder",Y,Y,,,10,,
C4912,"Malignant neoplasm of connective and soft tissue of left upper limb, including shoulder",Y,Y,,,10,,
C4920,"Malignant neoplasm of connective and soft tissue of unspecified lower limb, including hip",Y,Y,,,10,,
C4921,"Malignant neoplasm of connective and soft tissue of right lower limb, including hip",Y,Y,,,10,,
C4922,"Malignant neoplasm of connective and soft tissue of left lower limb, including hip",Y,Y,,,10,,
C493,Malignant neoplasm of connective and soft tissue of thorax,Y,Y,,,10,,
C494,Malignant neoplasm of connective and soft tissue of abdomen,Y,Y,,,10,,
C495,Malignant neoplasm of connective and soft tissue of pelvis,Y,Y,,,10,,
C496,"Malignant neoplasm of connective and soft tissue of trunk, unspecified",Y,Y,,,10,,
C498,Malignant neoplasm of overlapping sites of connective and soft tissue,Y,Y,,,10,,
C499,"Malignant neoplasm of connective and soft tissue, unspecified",Y,Y,,,10,,
C49A0,"Gastrointestinal stromal tumor, unspecified site",Y,Y,,,10,,
C49A1,Gastrointestinal stromal tumor of esophagus,Y,Y,,,10,,
C49A2,Gastrointestinal stromal tumor of stomach,Y,Y,,,10,,
C49A3,Gastrointestinal stromal tumor of small intestine,Y,Y,,,10,,
C49A4,Gastrointestinal stromal tumor of large intestine,Y,Y,,,10,,
C49A5,Gastrointestinal stromal tumor of rectum,Y,Y,,,10,,
C49A9,Gastrointestinal stromal tumor of other sites,Y,Y,,,10,,
C4A0,Merkel cell carcinoma of lip,Y,Y,,,12,,
C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",Y,Y,,,12,,
C4A111,"Merkel cell carcinoma of right upper eyelid, including canthus",Y,Y,,,12,,
C4A112,"Merkel cell carcinoma of right lower eyelid, including canthus",Y,Y,,,12,,
C4A121,"Merkel cell carcinoma of left upper eyelid, including canthus",Y,Y,,,12,,
C4A122,"Merkel cell carcinoma of left lower eyelid, including canthus",Y,Y,,,12,,
C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,Y,Y,,,12,,
C4A21,Merkel cell carcinoma of right ear and external auricular canal,Y,Y,,,12,,
C4A22,Merkel cell carcinoma of left ear and external auricular canal,Y,Y,,,12,,
C4A30,Merkel cell carcinoma of unspecified part of face,Y,Y,,,12,,
C4A31,Merkel cell carcinoma of nose,Y,Y,,,12,,
C4A39,Merkel cell carcinoma of other parts of face,Y,Y,,,12,,
C4A4,Merkel cell carcinoma of scalp and neck,Y,Y,,,12,,
C4A51,Merkel cell carcinoma of anal skin,Y,Y,,,12,,
C4A52,Merkel cell carcinoma of skin of breast,Y,Y,,,12,,
C4A59,Merkel cell carcinoma of other part of trunk,Y,Y,,,12,,
C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",Y,Y,,,12,,
C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",Y,Y,,,12,,
C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",Y,Y,,,12,,
C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",Y,Y,,,12,,
C4A71,"Merkel cell carcinoma of right lower limb, including hip",Y,Y,,,12,,
C4A72,"Merkel cell carcinoma of left lower limb, including hip",Y,Y,,,12,,
C4A8,Merkel cell carcinoma of overlapping sites,Y,Y,,,12,,
C4A9,"Merkel cell carcinoma, unspecified",Y,Y,,,12,,
C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,Y,age < 50,,11,,
C50011,"Malignant neoplasm of nipple and areola, right female breast",Y,Y,age >= 50,,12,,
C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,Y,age < 50,,11,,
C50012,"Malignant neoplasm of nipple and areola, left female breast",Y,Y,age >= 50,,12,,
C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,Y,age < 50,,11,,
C50019,"Malignant neoplasm of nipple and areola, unspecified female breast",Y,Y,age >= 50,,12,,
C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,Y,age < 50,,11,,
C50021,"Malignant neoplasm of nipple and areola, right male breast",Y,Y,age >= 50,,12,,
C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,Y,age < 50,,11,,
C50022,"Malignant neoplasm of nipple and areola, left male breast",Y,Y,age >= 50,,12,,
C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,Y,age < 50,,11,,
C50029,"Malignant neoplasm of nipple and areola, unspecified male breast",Y,Y,age >= 50,,12,,
C50111,Malignant neoplasm of central portion of right female breast,Y,Y,age < 50,,11,,
C50111,Malignant neoplasm of central portion of right female breast,Y,Y,age >= 50,,12,,
C50112,Malignant neoplasm of central portion of left female breast,Y,Y,age < 50,,11,,
C50112,Malignant neoplasm of central portion of left female breast,Y,Y,age >= 50,,12,,
C50119,Malignant neoplasm of central portion of unspecified female breast,Y,Y,age < 50,,11,,
C50119,Malignant neoplasm of central portion of unspecified female breast,Y,Y,age >= 50,,12,,
C50121,Malignant neoplasm of central portion of right male breast,Y,Y,age < 50,,11,,
C50121,Malignant neoplasm of central portion of right male breast,Y,Y,age >= 50,,12,,
C50122,Malignant neoplasm of central portion of left male breast,Y,Y,age < 50,,11,,
C50122,Malignant neoplasm of central portion of left male breast,Y,Y,age >= 50,,12,,
C50129,Malignant neoplasm of central portion of unspecified male breast,Y,Y,age < 50,,11,,
C50129,Malignant neoplasm of central portion of unspecified male breast,Y,Y,age >= 50,,12,,
C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,Y,age < 50,,11,,
C50211,Malignant neoplasm of upper-inner quadrant of right female breast,Y,Y,age >= 50,,12,,
C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,Y,age < 50,,11,,
C50212,Malignant neoplasm of upper-inner quadrant of left female breast,Y,Y,age >= 50,,12,,
C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,Y,age < 50,,11,,
C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast,Y,Y,age >= 50,,12,,
C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,Y,age < 50,,11,,
C50221,Malignant neoplasm of upper-inner quadrant of right male breast,Y,Y,age >= 50,,12,,
C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,Y,age < 50,,11,,
C50222,Malignant neoplasm of upper-inner quadrant of left male breast,Y,Y,age >= 50,,12,,
C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,Y,age < 50,,11,,
C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast,Y,Y,age >= 50,,12,,
C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,Y,age < 50,,11,,
C50311,Malignant neoplasm of lower-inner quadrant of right female breast,Y,Y,age >= 50,,12,,
C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,Y,age < 50,,11,,
C50312,Malignant neoplasm of lower-inner quadrant of left female breast,Y,Y,age >= 50,,12,,
C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,Y,age < 50,,11,,
C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast,Y,Y,age >= 50,,12,,
C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,Y,age < 50,,11,,
C50321,Malignant neoplasm of lower-inner quadrant of right male breast,Y,Y,age >= 50,,12,,
C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,Y,age < 50,,11,,
C50322,Malignant neoplasm of lower-inner quadrant of left male breast,Y,Y,age >= 50,,12,,
C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,Y,age < 50,,11,,
C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast,Y,Y,age >= 50,,12,,
C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,Y,age < 50,,11,,
C50411,Malignant neoplasm of upper-outer quadrant of right female breast,Y,Y,age >= 50,,12,,
C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,Y,age < 50,,11,,
C50412,Malignant neoplasm of upper-outer quadrant of left female breast,Y,Y,age >= 50,,12,,
C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,Y,age < 50,,11,,
C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast,Y,Y,age >= 50,,12,,
C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,Y,age < 50,,11,,
C50421,Malignant neoplasm of upper-outer quadrant of right male breast,Y,Y,age >= 50,,12,,
C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,Y,age < 50,,11,,
C50422,Malignant neoplasm of upper-outer quadrant of left male breast,Y,Y,age >= 50,,12,,
C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,Y,age < 50,,11,,
C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast,Y,Y,age >= 50,,12,,
C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,Y,age < 50,,11,,
C50511,Malignant neoplasm of lower-outer quadrant of right female breast,Y,Y,age >= 50,,12,,
C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,Y,age < 50,,11,,
C50512,Malignant neoplasm of lower-outer quadrant of left female breast,Y,Y,age >= 50,,12,,
C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,Y,age < 50,,11,,
C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast,Y,Y,age >= 50,,12,,
C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,Y,age < 50,,11,,
C50521,Malignant neoplasm of lower-outer quadrant of right male breast,Y,Y,age >= 50,,12,,
C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,Y,age < 50,,11,,
C50522,Malignant neoplasm of lower-outer quadrant of left male breast,Y,Y,age >= 50,,12,,
C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,Y,age < 50,,11,,
C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast,Y,Y,age >= 50,,12,,
C50611,Malignant neoplasm of axillary tail of right female breast,Y,Y,age < 50,,11,,
C50611,Malignant neoplasm of axillary tail of right female breast,Y,Y,age >= 50,,12,,
C50612,Malignant neoplasm of axillary tail of left female breast,Y,Y,age < 50,,11,,
C50612,Malignant neoplasm of axillary tail of left female breast,Y,Y,age >= 50,,12,,
C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,Y,age < 50,,11,,
C50619,Malignant neoplasm of axillary tail of unspecified female breast,Y,Y,age >= 50,,12,,
C50621,Malignant neoplasm of axillary tail of right male breast,Y,Y,age < 50,,11,,
C50621,Malignant neoplasm of axillary tail of right male breast,Y,Y,age >= 50,,12,,
C50622,Malignant neoplasm of axillary tail of left male breast,Y,Y,age < 50,,11,,
C50622,Malignant neoplasm of axillary tail of left male breast,Y,Y,age >= 50,,12,,
C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,Y,age < 50,,11,,
C50629,Malignant neoplasm of axillary tail of unspecified male breast,Y,Y,age >= 50,,12,,
C50811,Malignant neoplasm of overlapping sites of right female breast,Y,Y,age < 50,,11,,
C50811,Malignant neoplasm of overlapping sites of right female breast,Y,Y,age >= 50,,12,,
C50812,Malignant neoplasm of overlapping sites of left female breast,Y,Y,age < 50,,11,,
C50812,Malignant neoplasm of overlapping sites of left female breast,Y,Y,age >= 50,,12,,
C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,Y,age < 50,,11,,
C50819,Malignant neoplasm of overlapping sites of unspecified female breast,Y,Y,age >= 50,,12,,
C50821,Malignant neoplasm of overlapping sites of right male breast,Y,Y,age < 50,,11,,
C50821,Malignant neoplasm of overlapping sites of right male breast,Y,Y,age >= 50,,12,,
C50822,Malignant neoplasm of overlapping sites of left male breast,Y,Y,age < 50,,11,,
C50822,Malignant neoplasm of overlapping sites of left male breast,Y,Y,age >= 50,,12,,
C50829,Malignant neoplasm of overlapping sites of unspecified male breast,Y,Y,age < 50,,11,,
C50829,Malignant neoplasm of overlapping sites of unspecified male breast,Y,Y,age >= 50,,12,,
C50911,Malignant neoplasm of unspecified site of right female breast,Y,Y,age < 50,,11,,
C50911,Malignant neoplasm of unspecified site of right female breast,Y,Y,age >= 50,,12,,
C50912,Malignant neoplasm of unspecified site of left female breast,Y,Y,age < 50,,11,,
C50912,Malignant neoplasm of unspecified site of left female breast,Y,Y,age >= 50,,12,,
C50919,Malignant neoplasm of unspecified site of unspecified female breast,Y,Y,age < 50,,11,,
C50919,Malignant neoplasm of unspecified site of unspecified female breast,Y,Y,age >= 50,,12,,
C50921,Malignant neoplasm of unspecified site of right male breast,Y,Y,age < 50,,11,,
C50921,Malignant neoplasm of unspecified site of right male breast,Y,Y,age >= 50,,12,,
C50922,Malignant neoplasm of unspecified site of left male breast,Y,Y,age < 50,,11,,
C50922,Malignant neoplasm of unspecified site of left male breast,Y,Y,age >= 50,,12,,
C50929,Malignant neoplasm of unspecified site of unspecified male breast,Y,Y,age < 50,,11,,
C50929,Malignant neoplasm of unspecified site of unspecified male breast,Y,Y,age >= 50,,12,,
C50A0,Malignant inflammatory neoplasm of unspecified breast,N,Y,age < 50,,11,,
C50A0,Malignant inflammatory neoplasm of unspecified breast,N,Y,age >= 50,,12,,
C50A1,Malignant inflammatory neoplasm of right breast,N,Y,age < 50,,11,,
C50A1,Malignant inflammatory neoplasm of right breast,N,Y,age >= 50,,12,,
C50A2,Malignant inflammatory neoplasm of left breast,N,Y,age < 50,,11,,
C50A2,Malignant inflammatory neoplasm of left breast,N,Y,age >= 50,,12,,
C510,Malignant neoplasm of labium majus,Y,Y,,,12,,
C511,Malignant neoplasm of labium minus,Y,Y,,,12,,
C512,Malignant neoplasm of clitoris,Y,Y,,,12,,
C518,Malignant neoplasm of overlapping sites of vulva,Y,Y,,,12,,
C519,"Malignant neoplasm of vulva, unspecified",Y,Y,,,12,,
C52,Malignant neoplasm of vagina,Y,Y,,,12,,
C530,Malignant neoplasm of endocervix,Y,Y,,,12,,
C531,Malignant neoplasm of exocervix,Y,Y,,,12,,
C538,Malignant neoplasm of overlapping sites of cervix uteri,Y,Y,,,12,,
C539,"Malignant neoplasm of cervix uteri, unspecified",Y,Y,,,12,,
C540,Malignant neoplasm of isthmus uteri,Y,Y,,,12,,
C541,Malignant neoplasm of endometrium,Y,Y,,,12,,
C542,Malignant neoplasm of myometrium,Y,Y,,,12,,
C543,Malignant neoplasm of fundus uteri,Y,Y,,,12,,
C548,Malignant neoplasm of overlapping sites of corpus uteri,Y,Y,,,12,,
C549,"Malignant neoplasm of corpus uteri, unspecified",Y,Y,,,12,,
C55,"Malignant neoplasm of uterus, part unspecified",Y,Y,,,12,,
C561,Malignant neoplasm of right ovary,Y,Y,,,11,,
C562,Malignant neoplasm of left ovary,Y,Y,,,11,,
C563,Malignant neoplasm of bilateral ovaries,Y,Y,,,11,,
C569,Malignant neoplasm of unspecified ovary,Y,Y,,,11,,
C5700,Malignant neoplasm of unspecified fallopian tube,Y,Y,,,11,,
C5701,Malignant neoplasm of right fallopian tube,Y,Y,,,11,,
C5702,Malignant neoplasm of left fallopian tube,Y,Y,,,11,,
C5710,Malignant neoplasm of unspecified broad ligament,Y,Y,,,11,,
C5711,Malignant neoplasm of right broad ligament,Y,Y,,,11,,
C5712,Malignant neoplasm of left broad ligament,Y,Y,,,11,,
C5720,Malignant neoplasm of unspecified round ligament,Y,Y,,,11,,
C5721,Malignant neoplasm of right round ligament,Y,Y,,,11,,
C5722,Malignant neoplasm of left round ligament,Y,Y,,,11,,
C573,Malignant neoplasm of parametrium,Y,Y,,,11,,
C574,"Malignant neoplasm of uterine adnexa, unspecified",Y,Y,,,11,,
C577,Malignant neoplasm of other specified female genital organs,Y,Y,,,12,,
C578,Malignant neoplasm of overlapping sites of female genital organs,Y,Y,,,12,,
C579,"Malignant neoplasm of female genital organ, unspecified",Y,Y,,,12,,
C58,Malignant neoplasm of placenta,Y,Y,,,11,,
C600,Malignant neoplasm of prepuce,Y,Y,,,13,,
C601,Malignant neoplasm of glans penis,Y,Y,,,13,,
C602,Malignant neoplasm of body of penis,Y,Y,,,13,,
C608,Malignant neoplasm of overlapping sites of penis,Y,Y,,,13,,
C609,"Malignant neoplasm of penis, unspecified",Y,Y,,,13,,
C61,Malignant neoplasm of prostate,Y,Y,,,12,,
C6200,Malignant neoplasm of unspecified undescended testis,Y,Y,,,13,,
C6201,Malignant neoplasm of undescended right testis,Y,Y,,,13,,
C6202,Malignant neoplasm of undescended left testis,Y,Y,,,13,,
C6210,Malignant neoplasm of unspecified descended testis,Y,Y,,,13,,
C6211,Malignant neoplasm of descended right testis,Y,Y,,,13,,
C6212,Malignant neoplasm of descended left testis,Y,Y,,,13,,
C6290,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended",Y,Y,,,13,,
C6291,"Malignant neoplasm of right testis, unspecified whether descended or undescended",Y,Y,,,13,,
C6292,"Malignant neoplasm of left testis, unspecified whether descended or undescended",Y,Y,,,13,,
C6300,Malignant neoplasm of unspecified epididymis,Y,Y,,,13,,
